order_id,order_date,warehouse_id,warehouse_city,warehouse_state,warehouse_region,product_category,unit_price,quantity,order_value,product_weight_kg,total_weight_kg,shipping_method,expected_delivery_date,actual_delivery_date,carrier,order_status,delivery_delay_days,shipping_cost,customer_satisfaction,inventory_level,reorder_point,stock_status,supplier,supplier_rating,lead_time_days,return_reason,distance_km,route_optimization_score,warehouse_lat,warehouse_lon
ORD-002846,2026-05-25,FC-ATL-07,Atlanta,GA,Southeast,Toys,35.57,2,71.14,1.94,3.88,Standard (3-5 days),2026-05-28,,FedEx,Pending,,12.01,,454,34,In Stock,Supplier-C,4.9,19,,2214.4,0.93,33.75,-84.38
ORD-002847,2026-06-10,FC-LAX-02,Los Angeles,CA,West,Sports & Outdoors,182.17,4,728.68,6.87,27.48,One-Day,2026-06-11,,FedEx,Out for Delivery,,75.58,,465,59,In Stock,Supplier-A,3.4,12,,1987.1,0.7,34.05,-118.24
ORD-002848,2025-07-09,FC-MIA-05,Miami,FL,Southeast,Office Products,99.74,3,299.22,7.57,22.71,Same-Day,2025-07-09,,Amazon Logistics,Pending,,31.8,,156,62,In Stock,Supplier-E,3.6,21,,1689.8,0.84,25.76,-80.19
ORD-002849,2025-10-18,FC-CHI-03,Chicago,IL,Midwest,Clothing,65.58,3,196.74,0.95,2.85,Two-Day,2025-10-20,,Amazon Logistics,In Transit,,6.86,,62,22,In Stock,Supplier-A,2.8,21,,1852.7,0.65,41.87,-87.62
ORD-002850,2025-07-07,FC-DEN-08,Denver,CO,West,Office Products,94.75,5,473.75,9.84,49.2,One-Day,2025-07-08,,Amazon Logistics,Out for Delivery,,114.86,,369,64,In Stock,Supplier-D,4.3,20,,1171.8,0.97,39.73,-104.99
ORD-002851,2026-01-06,FC-ATL-07,Atlanta,GA,Southeast,Grocery,37.39,2,74.78,3.02,6.04,Standard (3-5 days),2026-01-09,,UPS,Pending,,19.71,,374,21,In Stock,Supplier-A,4.4,7,,1980.3,0.9,33.75,-84.38
ORD-002852,2026-01-25,FC-DFW-04,Dallas,TX,South,Grocery,27.48,3,82.44,5.69,17.07,Standard (3-5 days),2026-01-28,2026-01-29,UPS,Delivered,1.0,35.86,3.0,54,42,In Stock,Supplier-C,2.9,14,,1616.0,0.94,32.77,-96.79
ORD-002853,2025-10-12,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,113.62,2,227.24,13.77,27.54,Economy (5-8 days),2025-10-17,2025-10-17,Amazon Logistics,Delivered,0.0,66.41,5.0,100,72,In Stock,Supplier-B,4.7,21,,1914.3,0.65,40.71,-74.0
ORD-002854,2026-03-18,FC-LAX-02,Los Angeles,CA,West,Health & Personal Care,40.01,4,160.04,8.97,35.88,Standard (3-5 days),2026-03-22,2026-03-22,UPS,Returned,0.0,70.44,,35,49,Low Stock,Supplier-C,4.9,9,Not as Described,2104.1,0.81,34.05,-118.24
ORD-002855,2025-10-04,FC-LAX-02,Los Angeles,CA,West,Electronics,1089.78,3,3269.34,3.32,9.96,Standard (3-5 days),2025-10-08,2025-10-10,Amazon Logistics,Delivered,2.0,16.39,2.0,143,45,In Stock,Supplier-B,4.6,16,,293.2,0.66,34.05,-118.24
ORD-002856,2025-07-13,FC-CHI-03,Chicago,IL,Midwest,Automotive,290.81,4,1163.24,1.77,7.08,Two-Day,2025-07-15,2025-07-16,UPS,Delivered,1.0,16.25,5.0,113,70,In Stock,Supplier-D,4.5,4,,2094.4,0.78,41.87,-87.62
ORD-002857,2025-08-25,FC-SEA-06,Seattle,WA,West,Electronics,1135.67,4,4542.68,2.32,9.28,One-Day,2025-08-26,,FedEx,In Transit,,30.28,,279,60,In Stock,Supplier-D,3.8,21,,2590.6,0.72,47.6,-122.33
ORD-002858,2026-02-27,FC-ATL-07,Atlanta,GA,Southeast,Toys,63.81,5,319.05,5.45,27.25,One-Day,2026-02-28,2026-02-28,Amazon Logistics,Delivered,0.0,58.79,5.0,14,41,Low Stock,Supplier-D,4.4,7,,343.2,0.62,33.75,-84.38
ORD-002859,2025-11-10,FC-NYC-01,New York,NY,Northeast,Books,27.78,4,111.12,0.63,2.52,Two-Day,2025-11-12,2025-11-14,FedEx,Delivered,2.0,5.66,2.0,218,65,In Stock,Supplier-D,2.7,4,,2517.7,0.89,40.71,-74.0
ORD-002860,2025-10-12,FC-DFW-04,Dallas,TX,South,Grocery,16.96,5,84.8,1.02,5.1,Economy (5-8 days),2025-10-19,,UPS,In Transit,,17.31,,157,45,In Stock,Supplier-A,2.5,12,,2358.6,0.93,32.77,-96.79
ORD-002861,2026-04-05,FC-DEN-08,Denver,CO,West,Office Products,132.65,4,530.6,1.14,4.56,Standard (3-5 days),2026-04-08,,USPS,Pending,,13.84,,405,64,In Stock,Supplier-A,3.8,6,,1234.1,0.68,39.73,-104.99
ORD-002862,2025-11-25,FC-CHI-03,Chicago,IL,Midwest,Health & Personal Care,51.0,2,102.0,7.98,15.96,Standard (3-5 days),2025-11-28,2025-11-29,Amazon Logistics,Delivered,1.0,32.91,4.0,194,71,In Stock,Supplier-A,3.6,4,,601.2,0.96,41.87,-87.62
ORD-002863,2026-04-06,FC-SEA-06,Seattle,WA,West,Electronics,777.46,4,3109.84,0.74,2.96,Two-Day,2026-04-08,2026-04-08,UPS,Returned,0.0,9.41,,9,85,Low Stock,Supplier-C,4.3,16,Defective,189.4,0.81,47.6,-122.33
ORD-002864,2026-04-17,FC-ATL-07,Atlanta,GA,Southeast,Health & Personal Care,38.31,3,114.93,2.05,6.15,Standard (3-5 days),2026-04-22,,Amazon Logistics,Out for Delivery,,11.6,,138,33,In Stock,Supplier-C,2.7,11,,91.3,0.9,33.75,-84.38
ORD-002865,2026-05-25,FC-MIA-05,Miami,FL,Southeast,Books,74.28,5,371.4,0.58,2.9,Two-Day,2026-05-27,,Amazon Logistics,Pending,,7.58,,3,20,Low Stock,Supplier-A,3.9,7,,72.8,0.81,25.76,-80.19
ORD-002866,2025-11-26,FC-LAX-02,Los Angeles,CA,West,Sports & Outdoors,112.68,2,225.36,8.23,16.46,Two-Day,2025-11-28,,UPS,Out for Delivery,,37.84,,328,38,In Stock,Supplier-D,2.7,6,,1542.6,0.83,34.05,-118.24
ORD-002867,2025-10-14,FC-DFW-04,Dallas,TX,South,Automotive,165.81,1,165.81,6.59,6.59,Economy (5-8 days),2025-10-22,2025-10-22,USPS,Delivered,0.0,8.86,4.0,489,29,In Stock,Supplier-D,4.3,17,,1291.9,0.6,32.77,-96.79
ORD-002868,2025-11-16,FC-NYC-01,New York,NY,Northeast,Automotive,207.97,4,831.88,6.8,27.2,Two-Day,2025-11-18,2025-11-18,FedEx,Delivered,0.0,61.74,5.0,65,86,Low Stock,Supplier-E,3.1,19,,366.7,0.92,40.71,-74.0
ORD-002869,2025-08-27,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,87.17,3,261.51,6.32,18.96,Standard (3-5 days),2025-08-30,2025-08-30,USPS,Delivered,0.0,53.41,4.0,235,57,In Stock,Supplier-E,3.1,10,,1012.2,0.89,33.75,-84.38
ORD-002870,2026-05-19,FC-DEN-08,Denver,CO,West,Sports & Outdoors,142.11,2,284.22,0.49,0.98,Standard (3-5 days),2026-05-23,2026-05-26,UPS,Delayed,3.0,4.18,,47,86,Low Stock,Supplier-B,3.3,16,,1896.8,0.74,39.73,-104.99
ORD-002871,2026-03-08,FC-ATL-07,Atlanta,GA,Southeast,Books,47.71,5,238.55,2.25,11.25,Same-Day,2026-03-08,2026-03-08,Amazon Logistics,Delivered,0.0,25.57,5.0,88,88,Low Stock,Supplier-A,4.7,9,,897.6,0.69,33.75,-84.38
ORD-002872,2025-10-06,FC-SEA-06,Seattle,WA,West,Electronics,1190.07,2,2380.14,4.18,8.36,One-Day,2025-10-07,2025-10-07,FedEx,Delivered,0.0,24.95,3.0,225,61,In Stock,Supplier-D,3.3,12,,1312.3,0.73,47.6,-122.33
ORD-002873,2026-01-12,FC-MIA-05,Miami,FL,Southeast,Automotive,210.62,2,421.24,1.72,3.44,Same-Day,2026-01-12,,Amazon Logistics,In Transit,,9.72,,90,33,In Stock,Supplier-B,4.7,13,,1554.8,0.98,25.76,-80.19
ORD-002874,2025-11-15,FC-DEN-08,Denver,CO,West,Toys,196.09,1,196.09,5.43,5.43,Standard (3-5 days),2025-11-19,2025-11-18,Amazon Logistics,Delivered,-1.0,11.15,4.0,191,26,In Stock,Supplier-E,4.3,16,,1003.5,0.77,39.73,-104.99
ORD-002875,2025-11-02,FC-ATL-07,Atlanta,GA,Southeast,Books,56.5,5,282.5,2.47,12.35,Two-Day,2025-11-04,2025-11-04,UPS,Delivered,0.0,16.54,5.0,122,86,In Stock,Supplier-B,3.2,5,,125.3,0.75,33.75,-84.38
ORD-002876,2025-07-16,FC-DEN-08,Denver,CO,West,Clothing,121.39,5,606.95,0.56,2.8,Two-Day,2025-07-18,2025-07-18,UPS,Delivered,0.0,6.08,4.0,21,73,Low Stock,Supplier-D,4.1,10,,2681.3,0.69,39.73,-104.99
ORD-002877,2026-03-27,FC-ATL-07,Atlanta,GA,Southeast,Office Products,236.4,4,945.6,1.16,4.64,Two-Day,2026-03-29,,Amazon Logistics,Out for Delivery,,16.34,,286,52,In Stock,Supplier-B,4.0,6,,2260.6,0.9,33.75,-84.38
ORD-002878,2026-04-13,FC-CHI-03,Chicago,IL,Midwest,Electronics,468.66,1,468.66,4.56,4.56,One-Day,2026-04-14,2026-04-15,UPS,Delivered,1.0,11.63,4.0,350,34,In Stock,Supplier-D,3.0,7,,2455.8,0.97,41.87,-87.62
ORD-002879,2025-09-12,FC-DFW-04,Dallas,TX,South,Home & Kitchen,177.76,1,177.76,9.64,9.64,Two-Day,2025-09-14,,USPS,Out for Delivery,,13.65,,484,84,In Stock,Supplier-C,3.7,19,,1520.2,0.96,32.77,-96.79
ORD-002880,2026-05-01,FC-DEN-08,Denver,CO,West,Automotive,100.01,5,500.05,4.43,22.15,Two-Day,2026-05-03,,USPS,In Transit,,56.54,,317,65,In Stock,Supplier-D,4.3,18,,301.6,0.72,39.73,-104.99
ORD-002881,2026-05-28,FC-LAX-02,Los Angeles,CA,West,Office Products,281.49,5,1407.45,7.65,38.25,Standard (3-5 days),2026-06-01,,UPS,In Transit,,111.87,,301,42,In Stock,Supplier-B,4.1,21,,2418.9,0.64,34.05,-118.24
ORD-002882,2026-01-19,FC-DFW-04,Dallas,TX,South,Clothing,32.82,4,131.28,1.89,7.56,Standard (3-5 days),2026-01-23,2026-01-26,UPS,Delivered,3.0,24.91,2.0,154,38,In Stock,Supplier-A,2.6,8,,2829.1,0.98,32.77,-96.79
ORD-002883,2026-03-26,FC-SEA-06,Seattle,WA,West,Electronics,888.86,2,1777.72,4.39,8.78,Economy (5-8 days),2026-04-01,2026-04-02,Amazon Logistics,Delivered,1.0,11.63,4.0,208,67,In Stock,Supplier-A,5.0,10,,687.2,0.67,47.6,-122.33
ORD-002884,2026-02-23,FC-MIA-05,Miami,FL,Southeast,Grocery,9.53,3,28.59,2.6,7.8,Standard (3-5 days),2026-02-26,,FedEx,In Transit,,19.05,,441,29,In Stock,Supplier-A,3.8,21,,535.5,0.89,25.76,-80.19
ORD-002885,2025-07-09,FC-DEN-08,Denver,CO,West,Electronics,1095.97,3,3287.91,1.41,4.23,Standard (3-5 days),2025-07-12,2025-07-12,UPS,Delivered,0.0,13.04,5.0,251,68,In Stock,Supplier-B,2.8,9,,1039.1,0.85,39.73,-104.99
ORD-002886,2025-12-08,FC-ATL-07,Atlanta,GA,Southeast,Home & Kitchen,291.21,3,873.63,9.68,29.04,Two-Day,2025-12-10,2025-12-12,FedEx,Returned,2.0,67.52,,350,58,In Stock,Supplier-E,4.6,21,Late Delivery,2154.0,0.75,33.75,-84.38
ORD-002887,2026-05-10,FC-LAX-02,Los Angeles,CA,West,Clothing,110.15,1,110.15,0.59,0.59,Same-Day,2026-05-10,2026-05-13,Amazon Logistics,Delivered,3.0,3.1,3.0,53,77,Low Stock,Supplier-A,3.0,11,,590.8,0.7,34.05,-118.24
ORD-002888,2026-05-24,FC-DEN-08,Denver,CO,West,Books,33.15,2,66.3,0.26,0.52,One-Day,2026-05-25,2026-05-25,Amazon Logistics,Delivered,0.0,3.13,4.0,460,81,In Stock,Supplier-D,2.9,5,,2290.9,0.91,39.73,-104.99
ORD-002889,2025-12-27,FC-DEN-08,Denver,CO,West,Grocery,17.17,3,51.51,6.3,18.9,Standard (3-5 days),2026-01-01,,Amazon Logistics,Pending,,39.73,,253,54,In Stock,Supplier-E,4.4,5,,2140.2,0.96,39.73,-104.99
ORD-002890,2026-03-10,FC-DEN-08,Denver,CO,West,Health & Personal Care,78.16,1,78.16,8.25,8.25,Standard (3-5 days),2026-03-14,2026-03-14,Amazon Logistics,Delivered,0.0,11.44,3.0,478,55,In Stock,Supplier-E,3.5,5,,1885.8,0.77,39.73,-104.99
ORD-002891,2025-11-25,FC-SEA-06,Seattle,WA,West,Home & Kitchen,168.03,5,840.15,9.96,49.8,One-Day,2025-11-26,2025-11-25,Amazon Logistics,Delivered,-1.0,93.39,3.0,272,75,In Stock,Supplier-E,3.6,9,,1353.0,0.75,47.6,-122.33
ORD-002892,2026-06-06,FC-DEN-08,Denver,CO,West,Office Products,41.16,1,41.16,6.0,6.0,Economy (5-8 days),2026-06-11,,Amazon Logistics,In Transit,,15.25,,99,97,In Stock,Supplier-A,3.7,18,,53.1,0.95,39.73,-104.99
ORD-002893,2026-01-14,FC-DEN-08,Denver,CO,West,Electronics,1092.83,1,1092.83,0.18,0.18,Same-Day,2026-01-14,,Amazon Logistics,In Transit,,2.83,,82,55,In Stock,Supplier-C,3.3,17,,1542.0,0.94,39.73,-104.99
ORD-002894,2026-01-10,FC-DFW-04,Dallas,TX,South,Electronics,986.32,1,986.32,1.42,1.42,One-Day,2026-01-11,,UPS,Out for Delivery,,5.08,,400,56,In Stock,Supplier-D,4.7,13,,2508.8,0.72,32.77,-96.79
ORD-002895,2025-08-30,FC-LAX-02,Los Angeles,CA,West,Automotive,71.32,4,285.28,9.99,39.96,Two-Day,2025-09-01,2025-09-02,UPS,Delivered,1.0,89.95,5.0,91,20,In Stock,Supplier-B,4.3,7,,542.3,0.82,34.05,-118.24
ORD-002896,2025-11-15,FC-ATL-07,Atlanta,GA,Southeast,Automotive,202.23,4,808.92,2.73,10.92,Same-Day,2025-11-15,2025-11-15,Amazon Logistics,Delivered,0.0,35.0,4.0,272,67,In Stock,Supplier-C,3.3,15,,2666.1,0.69,33.75,-84.38
ORD-002897,2025-12-24,FC-CHI-03,Chicago,IL,Midwest,Toys,183.58,4,734.32,7.73,30.92,One-Day,2025-12-25,2025-12-25,Amazon Logistics,Delivered,0.0,61.23,5.0,38,37,In Stock,Supplier-B,3.6,12,,2269.8,0.88,41.87,-87.62
ORD-002898,2025-09-17,FC-SEA-06,Seattle,WA,West,Electronics,957.21,5,4786.05,2.56,12.8,One-Day,2025-09-18,,DHL,In Transit,,26.37,,50,56,Low Stock,Supplier-E,2.9,16,,1294.6,0.66,47.6,-122.33
ORD-002899,2026-03-17,FC-MIA-05,Miami,FL,Southeast,Office Products,293.46,4,1173.84,1.44,5.76,Two-Day,2026-03-19,2026-03-21,FedEx,Delayed,2.0,19.33,,31,26,In Stock,Supplier-B,3.1,19,,2329.0,0.89,25.76,-80.19
ORD-002900,2026-02-12,FC-ATL-07,Atlanta,GA,Southeast,Toys,36.93,1,36.93,7.72,7.72,Standard (3-5 days),2026-02-17,,UPS,Cancelled,,19.56,,308,51,In Stock,Supplier-B,4.4,9,,775.0,0.68,33.75,-84.38
ORD-002901,2025-10-16,FC-DFW-04,Dallas,TX,South,Automotive,39.04,4,156.16,3.06,12.24,Standard (3-5 days),2025-10-21,,UPS,Pending,,27.28,,404,87,In Stock,Supplier-B,3.4,6,,2880.8,0.68,32.77,-96.79
ORD-002902,2025-10-08,FC-ATL-07,Atlanta,GA,Southeast,Automotive,246.63,1,246.63,2.79,2.79,Standard (3-5 days),2025-10-12,2025-10-12,Amazon Logistics,Delivered,0.0,7.97,4.0,308,100,In Stock,Supplier-E,3.1,20,,2926.0,0.69,33.75,-84.38
ORD-002903,2025-11-15,FC-SEA-06,Seattle,WA,West,Clothing,20.55,1,20.55,0.82,0.82,Standard (3-5 days),2025-11-20,2025-11-22,Amazon Logistics,Delivered,2.0,4.29,3.0,100,46,In Stock,Supplier-C,2.9,14,,219.7,0.76,47.6,-122.33
ORD-002904,2026-06-12,FC-CHI-03,Chicago,IL,Midwest,Clothing,147.36,4,589.44,0.75,3.0,Two-Day,2026-06-14,2026-06-14,UPS,Returned,0.0,8.08,,379,76,In Stock,Supplier-E,4.6,17,Changed Mind,725.3,0.84,41.87,-87.62
ORD-002905,2025-08-27,FC-LAX-02,Los Angeles,CA,West,Automotive,130.69,1,130.69,6.33,6.33,Economy (5-8 days),2025-09-03,2025-09-05,FedEx,Delivered,2.0,15.05,1.0,458,92,In Stock,Supplier-B,3.0,14,,685.8,0.79,34.05,-118.24
ORD-002906,2026-02-07,FC-NYC-01,New York,NY,Northeast,Sports & Outdoors,295.99,2,591.98,1.75,3.5,Economy (5-8 days),2026-02-15,,Amazon Logistics,Out for Delivery,,7.59,,143,91,In Stock,Supplier-D,3.7,15,,1083.0,0.81,40.71,-74.0
ORD-002907,2025-07-14,FC-MIA-05,Miami,FL,Southeast,Grocery,30.3,1,30.3,8.23,8.23,Standard (3-5 days),2025-07-18,2025-07-18,Amazon Logistics,Delivered,0.0,17.12,3.0,497,80,In Stock,Supplier-B,3.2,15,,2553.0,0.84,25.76,-80.19
ORD-002908,2026-03-29,FC-SEA-06,Seattle,WA,West,Office Products,26.42,2,52.84,0.79,1.58,Standard (3-5 days),2026-04-03,2026-04-03,Amazon Logistics,Delivered,0.0,6.2,5.0,116,85,In Stock,Supplier-C,3.8,3,,129.7,0.85,47.6,-122.33
ORD-002909,2026-01-12,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,178.42,5,892.1,1.29,6.45,One-Day,2026-01-13,,UPS,Cancelled,,12.81,,8,61,Low Stock,Supplier-A,4.7,3,,965.9,0.9,33.75,-84.38
ORD-002910,2026-01-14,FC-DFW-04,Dallas,TX,South,Health & Personal Care,154.06,5,770.3,9.29,46.45,Two-Day,2026-01-16,2026-01-19,FedEx,Delayed,3.0,141.03,,430,57,In Stock,Supplier-E,3.9,6,,2161.7,0.79,32.77,-96.79
ORD-002911,2026-03-27,FC-DEN-08,Denver,CO,West,Office Products,139.31,2,278.62,8.45,16.9,Same-Day,2026-03-27,2026-03-29,Amazon Logistics,Delivered,2.0,43.91,3.0,165,50,In Stock,Supplier-B,4.9,3,,485.9,0.6,39.73,-104.99
ORD-002912,2026-03-13,FC-DEN-08,Denver,CO,West,Health & Personal Care,222.24,1,222.24,7.11,7.11,Standard (3-5 days),2026-03-17,2026-03-22,FedEx,Delayed,5.0,20.41,,354,75,In Stock,Supplier-E,3.1,20,,2091.0,0.96,39.73,-104.99
ORD-002913,2025-08-22,FC-LAX-02,Los Angeles,CA,West,Toys,75.44,3,226.32,1.47,4.41,One-Day,2025-08-23,,UPS,In Transit,,7.79,,222,86,In Stock,Supplier-A,2.9,4,,1519.0,0.95,34.05,-118.24
ORD-002914,2025-12-30,FC-NYC-01,New York,NY,Northeast,Electronics,98.78,4,395.12,3.22,12.88,Two-Day,2026-01-01,2026-01-03,DHL,Delivered,2.0,23.97,2.0,443,94,In Stock,Supplier-B,4.7,11,,805.6,0.74,40.71,-74.0
ORD-002915,2025-10-17,FC-ATL-07,Atlanta,GA,Southeast,Health & Personal Care,165.09,2,330.18,3.68,7.36,One-Day,2025-10-18,2025-10-28,Amazon Logistics,Delayed,10.0,14.21,,392,30,In Stock,Supplier-B,4.1,21,,1745.0,0.86,33.75,-84.38
ORD-002916,2025-10-23,FC-DEN-08,Denver,CO,West,Sports & Outdoors,147.61,5,738.05,9.96,49.8,Two-Day,2025-10-25,2025-10-25,Amazon Logistics,Delivered,0.0,83.54,3.0,246,21,In Stock,Supplier-C,4.3,16,,1813.3,0.88,39.73,-104.99
ORD-002917,2025-09-27,FC-NYC-01,New York,NY,Northeast,Sports & Outdoors,135.3,2,270.6,8.18,16.36,Two-Day,2025-09-29,2025-09-29,FedEx,Delivered,0.0,19.58,4.0,331,34,In Stock,Supplier-A,3.6,9,,2945.4,0.87,40.71,-74.0
ORD-002918,2025-12-01,FC-DFW-04,Dallas,TX,South,Automotive,182.67,2,365.34,7.98,15.96,Same-Day,2025-12-01,2025-12-03,Amazon Logistics,Delivered,2.0,44.04,2.0,387,94,In Stock,Supplier-E,3.5,19,,1750.0,0.98,32.77,-96.79
ORD-002919,2026-05-12,FC-NYC-01,New York,NY,Northeast,Clothing,66.35,5,331.75,1.78,8.9,One-Day,2026-05-13,2026-05-13,Amazon Logistics,Delivered,0.0,26.74,4.0,97,33,In Stock,Supplier-E,2.7,16,,207.5,0.88,40.71,-74.0
ORD-002920,2025-07-25,FC-SEA-06,Seattle,WA,West,Automotive,192.71,5,963.55,6.08,30.4,Two-Day,2025-07-27,2025-07-30,UPS,Delivered,3.0,68.54,3.0,483,74,In Stock,Supplier-C,5.0,17,,254.7,0.91,47.6,-122.33
ORD-002921,2026-01-31,FC-DEN-08,Denver,CO,West,Electronics,186.01,3,558.03,2.15,6.45,One-Day,2026-02-01,2026-02-01,UPS,Delivered,0.0,10.71,5.0,402,26,In Stock,Supplier-C,3.5,3,,1774.0,1.0,39.73,-104.99
ORD-002922,2025-12-21,FC-MIA-05,Miami,FL,Southeast,Sports & Outdoors,14.83,1,14.83,1.03,1.03,Standard (3-5 days),2025-12-24,2025-12-25,FedEx,Returned,1.0,5.01,,469,62,In Stock,Supplier-A,3.5,14,Late Delivery,1326.7,0.62,25.76,-80.19
ORD-002923,2025-08-01,FC-SEA-06,Seattle,WA,West,Electronics,295.22,3,885.66,4.38,13.14,Two-Day,2025-08-03,,UPS,In Transit,,26.59,,248,88,In Stock,Supplier-E,3.0,18,,1740.2,0.99,47.6,-122.33
ORD-002924,2026-03-16,FC-LAX-02,Los Angeles,CA,West,Grocery,74.4,3,223.2,2.19,6.57,Two-Day,2026-03-18,,Amazon Logistics,In Transit,,16.76,,360,44,In Stock,Supplier-C,4.7,5,,2097.0,0.91,34.05,-118.24
ORD-002925,2025-09-20,FC-ATL-07,Atlanta,GA,Southeast,Electronics,614.66,5,3073.3,1.67,8.35,Same-Day,2025-09-20,2025-09-21,Amazon Logistics,Delivered,1.0,18.98,2.0,393,59,In Stock,Supplier-B,3.1,10,,546.6,0.64,33.75,-84.38
ORD-002926,2025-07-11,FC-NYC-01,New York,NY,Northeast,Clothing,144.28,4,577.12,0.41,1.64,Two-Day,2025-07-13,2025-07-16,Amazon Logistics,Delivered,3.0,7.19,3.0,112,51,In Stock,Supplier-A,4.0,20,,767.9,1.0,40.71,-74.0
ORD-002927,2025-10-30,FC-SEA-06,Seattle,WA,West,Clothing,130.66,2,261.32,1.72,3.44,Two-Day,2025-11-01,2025-11-01,Amazon Logistics,Delivered,0.0,11.99,4.0,135,39,In Stock,Supplier-C,3.5,15,,2895.0,0.96,47.6,-122.33
ORD-002928,2025-12-25,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,231.08,5,1155.4,4.13,20.65,Same-Day,2025-12-25,2025-12-25,Amazon Logistics,Returned,0.0,24.41,,184,91,In Stock,Supplier-E,4.1,9,Changed Mind,1016.5,0.93,33.75,-84.38
ORD-002929,2026-05-25,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,13.36,3,40.08,2.59,7.77,Two-Day,2026-05-27,2026-05-27,UPS,Delivered,0.0,25.2,5.0,494,55,In Stock,Supplier-E,4.8,6,,2407.4,0.95,40.71,-74.0
ORD-002930,2026-04-20,FC-LAX-02,Los Angeles,CA,West,Health & Personal Care,180.11,1,180.11,0.3,0.3,Economy (5-8 days),2026-04-28,2026-04-29,UPS,Returned,1.0,3.0,,56,78,Low Stock,Supplier-A,2.6,16,,1274.3,0.66,34.05,-118.24
ORD-002931,2026-04-19,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,160.22,4,640.88,4.61,18.44,Two-Day,2026-04-21,2026-04-21,USPS,Delivered,0.0,49.44,4.0,204,48,In Stock,Supplier-D,4.8,18,,1305.4,0.74,33.75,-84.38
ORD-002932,2025-07-05,FC-SEA-06,Seattle,WA,West,Grocery,44.0,5,220.0,0.17,0.85,Same-Day,2025-07-05,2025-07-07,Amazon Logistics,Delivered,2.0,4.7,3.0,410,91,In Stock,Supplier-A,4.6,8,,594.4,0.77,47.6,-122.33
ORD-002933,2025-07-22,FC-MIA-05,Miami,FL,Southeast,Automotive,138.38,3,415.14,7.21,21.63,Two-Day,2025-07-24,2025-07-24,Amazon Logistics,Delivered,0.0,46.07,5.0,364,62,In Stock,Supplier-E,4.9,14,,2268.0,0.68,25.76,-80.19
ORD-002934,2025-09-19,FC-SEA-06,Seattle,WA,West,Home & Kitchen,100.88,2,201.76,11.12,22.24,Same-Day,2025-09-19,2025-09-20,Amazon Logistics,Delivered,1.0,66.78,3.0,83,82,In Stock,Supplier-E,3.2,9,,926.5,0.78,47.6,-122.33
ORD-002935,2026-04-11,FC-DFW-04,Dallas,TX,South,Office Products,180.65,2,361.3,8.15,16.3,Two-Day,2026-04-13,2026-04-13,UPS,Delivered,0.0,50.47,5.0,82,41,In Stock,Supplier-C,3.8,13,,2015.5,0.81,32.77,-96.79
ORD-002936,2026-05-24,FC-MIA-05,Miami,FL,Southeast,Books,22.75,1,22.75,0.68,0.68,Two-Day,2026-05-26,,FedEx,In Transit,,3.58,,270,77,In Stock,Supplier-C,3.6,3,,2602.5,0.68,25.76,-80.19
ORD-002937,2026-03-28,FC-DEN-08,Denver,CO,West,Clothing,125.85,5,629.25,1.29,6.45,Two-Day,2026-03-30,2026-03-30,Amazon Logistics,Delivered,0.0,16.21,4.0,197,35,In Stock,Supplier-E,4.7,12,,824.5,0.73,39.73,-104.99
ORD-002938,2025-10-04,FC-LAX-02,Los Angeles,CA,West,Automotive,84.91,1,84.91,4.21,4.21,Standard (3-5 days),2025-10-08,,Amazon Logistics,In Transit,,14.69,,64,57,In Stock,Supplier-A,3.4,7,,1565.9,0.77,34.05,-118.24
ORD-002939,2026-02-15,FC-MIA-05,Miami,FL,Southeast,Automotive,204.09,3,612.27,8.68,26.04,Same-Day,2026-02-15,,Amazon Logistics,In Transit,,30.05,,425,68,In Stock,Supplier-C,4.0,6,,947.6,0.73,25.76,-80.19
ORD-002940,2025-09-29,FC-DFW-04,Dallas,TX,South,Office Products,151.49,3,454.47,4.54,13.62,Standard (3-5 days),2025-10-02,2025-10-01,FedEx,Delivered,-1.0,27.67,4.0,194,58,In Stock,Supplier-A,3.4,18,,722.3,0.79,32.77,-96.79
ORD-002941,2025-12-02,FC-MIA-05,Miami,FL,Southeast,Electronics,757.76,5,3788.8,1.1,5.5,Same-Day,2025-12-02,,Amazon Logistics,In Transit,,13.47,,7,99,Low Stock,Supplier-A,3.7,21,,1154.3,0.86,25.76,-80.19
ORD-002942,2025-11-17,FC-MIA-05,Miami,FL,Southeast,Health & Personal Care,298.74,1,298.74,3.65,3.65,One-Day,2025-11-18,,Amazon Logistics,Cancelled,,10.86,,167,88,In Stock,Supplier-B,3.9,9,,1181.8,0.61,25.76,-80.19
ORD-002943,2025-06-22,FC-DEN-08,Denver,CO,West,Clothing,77.0,5,385.0,1.01,5.05,One-Day,2025-06-23,2025-06-23,FedEx,Delivered,0.0,9.83,4.0,453,28,In Stock,Supplier-D,4.6,12,,1611.9,0.94,39.73,-104.99
